name,class,vertices,faces,bbox
D00310.obj,Apartment,1864,4134,-0.74465615 1.03298 -0.38931593 0.494357 -0.368775 0.339434
D00348.obj,Apartment,3685,9105,-0.94171 0.725458 -0.40949 0.566411 -0.813025 0.205105
D00366.obj,Apartment,4275,9923,-0.895467 0.745644 -0.856715 0.59104 -0.663917 0.529402
D00478.obj,Apartment,1691,2881,-0.780623 0.910492 -0.760414 0.404719 -0.478043 0.451362
D00496.obj,Apartment,1598,2579,-0.643419 1.15353 -0.704659 0.878216 -0.341188 0.259608
D00626.obj,Apartment,2799,3580,-0.885934 0.906987 -0.597769 0.330169 -0.512373 0.38204944
D00639.obj,Apartment,2959,6155,-0.542818 1.14108 -0.544259 0.500059 -0.687879 0.449116
D00651.obj,Apartment,1536,4106,-0.948858 0.916559 -0.950931 0.904251 -0.55663264 0.661818
D00681.obj,Apartment,2633,3598,-0.681671 1.09453 -0.788838 0.587597 -0.471744 0.656092
D00780.obj,Apartment,831,1423,-0.977731 0.789256 -0.618236 0.4496336 -0.18900283 0.3338201
D00792.obj,Apartment,2741,8100,-0.795163 1.10354 -0.965409 0.963376 -0.669296 0.859246
D00859.obj,Apartment,3354,8100,-0.824176 1.07379 -0.692473 0.611026 -0.33128 0.211846
D00860.obj,Apartment,1635,2786,-0.764923 0.927037 -0.760034 0.399913 -0.474753 0.451175
D00869.obj,Apartment,1216,2337,-0.9844476 0.6883738 -0.521765 0.644962 -0.380632 0.551785
D00921.obj,Apartment,1611,2020,-0.850705 0.822601 -0.487423 0.545748 -0.558467 0.554978
D00953.obj,Apartment,4239,5578,-0.949201 0.665321 -0.826799 0.896079 -0.444887 0.51871
m463.obj,Apartment,3023,8100,0.025 0.785029 0.025 0.975 0.025 0.574765
m464.obj,Apartment,2919,4947,0.025 0.347449 0.025 0.9749615 0.024655035 0.29665005
m465.obj,Apartment,4344,10541,0.025 0.21702 0.025 0.975 0.025 0.251523
m53.obj,AquaticAnimal,2375,5245,0.025280172 0.163362 0.028089844 0.34867826 0.025 0.97432834
m54.obj,AquaticAnimal,2714,5870,0.024953296 0.2548635 0.02562775 0.37069088 0.025854126 0.975
m55.obj,AquaticAnimal,2513,5553,0.024957813 0.18133603 0.026184801 0.38011 0.0250965 0.9749414
m56.obj,AquaticAnimal,1668,3875,0.025 0.168956 0.025 0.367284 0.025 0.975
m57.obj,AquaticAnimal,2330,5414,0.025 0.14380692 0.027217766 0.38973022 0.02499667 0.974013
m58.obj,AquaticAnimal,3656,8099,0.0285489 0.537049 0.025 0.500211 0.025 0.975
m59.obj,AquaticAnimal,1103,1539,0.025 0.225 0.025 0.225 0.125 0.975
m60.obj,AquaticAnimal,3955,8383,0.025 0.348674 0.025 0.407675 0.025 0.975
m61.obj,AquaticAnimal,4287,10126,0.025 0.18743 0.025 0.443396 0.025 0.975
m62.obj,AquaticAnimal,4210,10173,0.0250491 0.1312242 0.025 0.749178 0.025 0.975
m63.obj,AquaticAnimal,3511,8100,0.025 0.9696797 0.025 0.724541 0.025 0.777238
m64.obj,AquaticAnimal,3577,8100,0.025 0.975 0.025 0.545087 0.025 0.1789
m65.obj,AquaticAnimal,3722,8836,0.025 0.399816 0.025 0.5852838 0.025 0.9693379
m66.obj,AquaticAnimal,4339,8012,0.025 0.445705 0.025 0.547553 0.025 0.975
m67.obj,AquaticAnimal,2278,4679,0.0250885 0.97427 0.025403 0.249268 0.025081625 0.38898328
m68.obj,AquaticAnimal,3936,9196,0.029875 0.975 0.025 0.278519 0.025 0.18743
m69.obj,AquaticAnimal,2974,8099,0.025 0.357325 0.0250268 0.264776 0.025 0.975
m70.obj,AquaticAnimal,4046,10229,0.025 0.454415 0.025 0.266076 0.025 0.975
m71.obj,AquaticAnimal,3782,8599,0.025 0.3160894 0.0250176 0.371535 0.025 0.975
m72.obj,AquaticAnimal,4311,11269,0.025 0.456203 0.025 0.262828 0.025 0.975
m73.obj,AquaticAnimal,4117,9234,0.025 0.975 0.025 0.610865 0.025 0.376181
m74.obj,AquaticAnimal,3658,8997,0.025 0.321844 0.03076 0.321596 0.0296378 0.9695071
m75.obj,AquaticAnimal,4018,9902,0.025 0.538384 0.025 0.299311 0.025 0.975
m76.obj,AquaticAnimal,4123,9265,0.025 0.3904986 0.0250291 0.3530524 0.0308438 0.975
m77.obj,AquaticAnimal,1606,4070,0.025058 0.975 0.025 0.407994 0.025 0.611145
m78.obj,AquaticAnimal,3804,9358,0.0321556 0.975 0.025 0.51665 0.025 0.428181
m79.obj,AquaticAnimal,3157,5499,0.0250025 0.9641289 0.025 0.256171 0.025 0.300958
m80.obj,AquaticAnimal,3624,9283,0.025 0.975 0.025 0.3021497 0.025 0.4124264
m81.obj,AquaticAnimal,3193,6347,0.0332189 0.4059552 0.025 0.291 0.0324873 0.975
D00031.obj,Bed,2273,8100,-0.6704174 0.9260261 -0.7052315 0.7227662 -0.2601969 0.3098314
D00110.obj,Bed,3847,8745,-0.8889 0.75223 -0.718484 0.524562 -0.220014 0.339705
D00121.obj,Bed,1103,2217,-0.91228276 0.7857897 -0.59966916 0.858504 -0.48191786 0.46315584
D00184.obj,Bed,1772,3796,-0.937684 0.750002 -0.891329 0.664602 -0.466361 0.341943
D00210.obj,Bed,3441,6725,-0.6683608 0.8173258 -0.5356909 0.866731 -0.4127349 0.5464502
D00213.obj,Bed,3322,8099,-0.9550608 0.7420175 -0.3590239 0.5016342 -0.3755539 0.275625
D00217.obj,Bed,1268,3624,-0.842601 0.881592 -0.54509 0.411619 -0.3036949 0.4224691
D00307.obj,Bed,2325,8098,-0.8143777 0.977227 -0.8254444 0.8636984 -0.2133979 0.3853675
D00322.obj,Bed,999,1806,-0.9431401 0.86400104 -0.41553563 0.59924525 -0.52091414 0.520568
D00417.obj,Bed,2281,4751,-0.8007908 0.7960461 -0.5093959 0.668083 -0.37507114 0.302302
D00538.obj,Bed,623,1280,-0.83786184 0.83844 -0.47920388 0.702218 -0.325688 0.41121674
D00545.obj,Bed,1867,8099,-0.8199981 0.8658812 -0.4718261 0.7352085 -0.3885188 0.340197
D00552.obj,Bed,1147,2478,-1.056945 0.489625 -0.719045 0.71651 -0.464456 0.232915
D00565.obj,Bed,4137,10360,-1.08588 0.602982 -0.605613 0.718594 -0.375019 0.180431
D00650.obj,Bed,3753,7433,-0.863733 0.833154 -0.550605 0.377532 -0.421559 0.282019
D00735.obj,Bed,3388,8098,-0.644923 1.11344 -0.684425 0.73777 -0.312594 0.476146
D00836.obj,Bed,2927,8097,-0.795864 0.919097 -0.365307 0.512459 -0.3045962 0.5978484
D00839.obj,Bed,2129,5231,-0.8006537 0.864395 -0.87725335 0.56977206 -0.35191703 0.290712
D00969.obj,Bed,3240,6152,-0.90787697 0.798208 -0.928304 0.570205 -0.46498844 0.37873906
D00988.obj,Bed,538,1177,-0.867888 0.815509 -0.726326 0.426407 -0.5176057 0.2087914
m945.obj,Bed,2704,5638,0.025 0.740004 0.025 0.813378 0.025 0.975
m946.obj,Bed,3087,8100,0.025 0.494149 0.025 0.494147 0.0249665 0.975
m947.obj,Bed,2910,8097,0.025002 0.721994 0.0249644 0.445454 0.0249705 0.975
m948.obj,Bed,1132,2198,0.025 0.975 0.025 0.893382 0.025075 0.9613335
m949.obj,Bed,3232,8099,0.025 0.956207 0.025 0.975 0.0249935 0.4899675
m950.obj,Bed,2329,8100,0.0286686 0.765175 0.0249071 0.889282 0.0269855 0.9725779
m951.obj,Bed,3175,8100,0.025 0.7979424 0.025 0.536752 0.025 0.9750021
D00016.obj,Bicycle,1357,5372,-0.914299 0.959955 -0.4405138 0.818183 -0.209935 0.177847
D00033.obj,Bicycle,1720,5331,-1.065175 0.878724 -0.389271 0.7045225 -0.2815325 0.3099666
D00040.obj,Bicycle,1336,2681,-0.94097 0.963824 -0.458162 0.744808 -0.317615 0.31622592
D00077.obj,Bicycle,2025,5142,-0.84693533 1.0448126 -0.65842694 0.48702478 -0.36372846 0.28887346
D00078.obj,Bicycle,1970,4301,-1.01698 0.86983 -0.5970439 0.758111 -0.3650723 0.358326
D00462.obj,Bicycle,1674,4500,-0.981278 0.933426 -0.5938254 0.611169 -0.27619472 0.2367243
D00514.obj,Bicycle,1379,3133,-1.000354 0.867701 -0.554131 0.6977226 -0.218428 0.17820626
D00536.obj,Bicycle,1950,4681,-0.88630635 1.0228046 -0.5517889 0.6796898 -0.45969385 0.43700692
D00555.obj,Bicycle,1868,3827,-0.95309335 0.97463804 -0.49481404 0.7583387 -0.3334364 0.35669285
D00558.obj,Bicycle,2305,5396,-1.01428 0.938784 -0.5394765 0.584583 -0.28237432 0.23380202
D00567.obj,Bicycle,2886,5429,-0.9237639 0.9910759 -0.4967239 0.689679 -0.2885656 0.266696
D00621.obj,Bicycle,1396,5445,-0.914804 0.956869 -0.720661 0.549773 -0.212118 0.1753867
D00708.obj,Bicycle,1780,4093,-0.993872 0.942018 -0.56247 0.64936 -0.30683783 0.27980152
D00750.obj,Bicycle,2800,9016,-0.8115293 1.10338 -0.818838 0.736372 -0.167292 0.439656
D00838.obj,Bicycle,1774,4055,-0.942974 0.971944 -0.637998 0.560247 -0.29687494 0.28319868
D00847.obj,Bicycle,2003,4511,-0.932407 0.973915 -0.5893335 0.732026 -0.36129874 0.36192325
D00904.obj,Bicycle,1216,2796,-0.959896 0.953013 -0.599316 0.637406 -0.196088 0.191298
D00930.obj,Bicycle,2281,4977,-0.737279 0.9914465 -0.50513256 0.852751 -0.34247646 0.33713144
D00931.obj,Bicycle,1957,4208,-0.9210729 0.84907556 -0.39925572 0.68408495 -0.432902 0.13556078
D00974.obj,Bicycle,944,2278,-0.843326 1.05063 -0.583879 0.550897 -0.21058175 0.20921232
m1472.obj,Bicycle,2670,4376,0.025 0.406458 0.025 0.566816 0.025 0.975
m1473.obj,Bicycle,1689,5025,0.0250025 0.974997 0.025003 0.557643 0.025 0.314071
m1475.obj,Bicycle,903,2004,0.025 0.975 0.025 0.513449 0.025 0.232333
m1476.obj,Bicycle,3246,5969,0.025 0.299675 0.025 0.574723 0.025 0.975
m1477.obj,Bicycle,2022,4401,0.025 0.975 0.025 0.6136905 0.025004914 0.37602976
m1478.obj,Bicycle,1441,5577,0.025 0.975 0.0250538 0.611666 0.0250022 0.223576
D00069.obj,Biplane,3047,10930,-1.06342 0.905137 -0.4468382 0.553446 -0.198847 0.1996579
D00132.obj,Biplane,2025,8095,-0.945671 0.945128 -0.4145553 0.8401031 -0.1288729 0.2394477
D00178.obj,Biplane,977,2052,-0.580523 0.487153 -0.469202 0.592445 -0.176893 0.125855
D00199.obj,Biplane,4170,11317,-1.0164902 0.915606 -0.3888221 1.07596 -0.234302 0.339116
D00246.obj,Biplane,765,1522,-0.9845935 0.9988765 -0.39592764 0.632043 -0.193048 0.139079
D00276.obj,Biplane,2873,8099,-1.08018 0.6924789 -0.854594 0.766394 -0.4688798 0.4622889
D00277.obj,Biplane,1209,2832,-0.558052 0.80521524 -1.0551811 0.8133668 -0.278621 0.26877433
D00320.obj,Biplane,2377,5182,-0.990106 0.984606 -0.750759 0.4279894 -0.152266 0.30289167
D00373.obj,Biplane,1072,2469,-0.666583 0.863207 -0.96762 0.930583 -0.3765749 0.245878
D00410.obj,Biplane,1552,3687,-1.1498 0.772427 -0.571534 0.608046 -0.231691 0.173266
D00490.obj,Biplane,1600,3986,-0.858495 0.9707055 -0.5550643 0.7108695 -0.26493528 0.21387321
D00515.obj,Biplane,1719,3836,-0.890078 0.687934 -0.889517 0.863811 -0.31532 0.254273
D00601.obj,Biplane,1434,3126,-0.80807626 0.8213972 -0.49520168 0.784118 -0.35035264 0.447235
D00616.obj,Biplane,2233,4862,-1.03189 0.95107 -0.59550995 0.33984315 -0.19891186 0.18675035
D00632.obj,Biplane,4039,10276,-0.8302143 0.6288528 -0.9367213 0.935701 -0.2366707 0.317262
D00634.obj,Biplane,2935,5868,-0.957937 0.9767361 -0.73727494 0.78016376 -0.33659393 0.25957897
D00666.obj,Biplane,3679,9479,-1.22452 0.6933241 -0.9466186 0.9623138 -0.266142 0.179309
D00854.obj,Biplane,1303,3049,-0.9674044 0.45438096 -0.9530058 0.980111 -0.19070597 0.354772
D00890.obj,Biplane,2114,4366,-0.8890341 0.88223606 -0.8391301 0.765767 -0.2592576 0.319933
D00900.obj,Biplane,1782,3755,-1.1841377 0.80598056 -0.8973585 0.47881177 -0.18019329 0.27604643
m1118.obj,Biplane,2634,6200,0.02499292 0.97500706 0.0250825 0.231623 0.025 0.52688414
m1119.obj,Biplane,2668,8100,0.0289227 0.975 0.0254537 0.36818 0.0307312 0.8152698
m1120.obj,Biplane,2175,5588,0.025 0.975 0.024280714 0.37000316 0.047523 0.89087754
m1121.obj,Biplane,4275,11561,0.0277373 0.792248 0.025 0.975 0.025 0.3221483
m1122.obj,Biplane,885,1736,0.025 0.93572 0.025 0.975 0.025 0.3044885
m1123.obj,Biplane,3068,8098,0.0294959 0.697675 0.0248686 0.9751315 0.0294795 0.3136643
m1124.obj,Biplane,4320,11422,0.0364046 0.633082 0.025 0.975 0.025 0.240746
m1125.obj,Biplane,2766,8099,0.0250349 0.7990963 0.0240994 0.9759005 0.0250092 0.274218
m1126.obj,Biplane,2794,8100,0.0321766 0.788134 0.0249988 0.9750002 0.025 0.236106
m1127.obj,Biplane,3785,10812,0.025 0.811053 0.025 0.975 0.025 0.2196805
m1128.obj,Biplane,3712,9318,0.025 0.975 0.025 0.967087 0.0261005 0.241951
m1129.obj,Biplane,3171,8460,0.025 0.9749959 0.0250003 0.346551 0.0250214 0.6994988
m1131.obj,Biplane,4181,11689,0.025 0.705618 0.025 0.975 0.025085 0.196732
m1132.obj,Biplane,4076,15008,0.025 0.7227 0.025 0.975 0.028708 0.2096523
m1133.obj,Biplane,4059,9922,0.025 0.769747 0.025 0.975 0.025 0.311217
m1134.obj,Biplane,3758,13468,0.025 0.5375162 0.025 0.975 0.0250564 0.1732
m1135.obj,Biplane,2460,8096,0.024417 0.545907 0.0245015 0.9750025 0.0297905 0.1809757
m1136.obj,Biplane,2176,5962,0.0323041 0.559108 0.0250366 0.9749634 0.0330093 0.233333
m1137.obj,Biplane,3913,11230,0.025 0.461983 0.025 0.975 0.0324579 0.199618
m1138.obj,Biplane,1552,3582,0.052495 0.975 0.025 0.907034 0.025 0.377838
m1139.obj,Biplane,1862,4753,0.025 0.647434 0.025 0.975 0.0250451 0.274384
m1141.obj,Biplane,2030,4330,0.025173 0.974827 0.025 0.310844 0.025 0.62003
m1143.obj,Biplane,3017,11461,0.025 0.504495 0.025 0.975 0.0250063 0.209713
m1144.obj,Biplane,3646,6717,0.025 0.975 0.025 0.716901 0.025 0.291304
m1146.obj,Biplane,1507,3313,0.025 0.88836 0.025 0.32216 0.025 0.975
D00089.obj,Bird,2623,5405,-1.1274278 0.7850533 -0.562623 0.507858 -0.314817 0.1496968
D00113.obj,Bird,2918,7137,-0.99042505 0.73140323 -0.5673426 0.94047856 -0.55824167 0.6043327
D00164.obj,Bird,2344,5473,-0.69421417 1.1904027 -0.498351 0.60085666 -0.3995383 0.105716
D00234.obj,Bird,3123,6214,-0.928219 0.947521 -0.9666616 0.604797 -0.185647 0.2579404
D00271.obj,Bird,2014,5040,-1.1753988 0.72909755 -0.67632556 0.6317135 -0.19382522 0.20694155
D00284.obj,Bird,2193,5073,-1.17688 0.723039 -0.4226185 0.60884446 -0.26126096 0.2020462
D00323.obj,Bird,1029,2159,-0.777682 1.1986424 -0.188336 0.3246314 -0.0423031 0.043023
D00386.obj,Bird,3467,7181,-1.052362 0.801092 -0.286252 0.3537449 -0.132731 0.0648943
D00438.obj,Bird,2556,5260,-1.1704313 0.7718878 -0.545674 0.3578571 -0.1936554 0.0640126
D00442.obj,Bird,2057,5577,-0.873499 0.91329974 -0.6208557 0.50558114 -0.3770651 0.525607
D00546.obj,Bird,2458,5605,-1.23614 0.715362 -0.2681051 0.408477 -0.248996 0.150496
D00599.obj,Bird,1995,3848,-1.20739 0.749861 -0.452237 0.2548015 -0.05299 0.137869
D00625.obj,Bird,1995,4462,-0.757887 1.1362212 -0.803401 0.63741 -0.6970755 0.2781306
D00689.obj,Bird,2474,6794,-1.17894 0.767141 -0.377306 0.24427 -0.199 0.3406805
D00736.obj,Bird,3989,7820,-1.17942 0.798489 -0.462894 0.49027 -0.198137 0.084683
D00762.obj,Bird,3503,6862,-1.0452813 0.7339028 -0.7057602 0.7043309 -0.3692917 0.2612425
D00862.obj,Bird,3791,10675,-0.750402 1.22133 -0.536856 0.3939421 -0.406756 0.0990067
D00922.obj,Bird,4200,11207,-0.724867 1.03105 -0.526751 0.78013 -0.391794 0.5031613
D00961.obj,Bird,2451,4678,-1.1603175 0.7610857 -0.684328 0.444631 -0.0584442 0.192211
D00999.obj,Bird,2103,3615,-1.23089 0.765237 -0.3075442 0.37933 -0.0930425 0.1490633
m28.obj,Bird,1838,3720,0.025 0.468681 0.025061 0.578224 0.025 0.975
m29.obj,Bird,3338,8100,0.0252304 0.3465076 0.02699 0.9139718 0.0324989 0.972876
m30.obj,Bird,3374,8099,0.025 0.35945 0.0279566 0.5190045 0.025 0.9564194
m31.obj,Bird,3760,8098,0.025 0.500847 0.0395752 0.975 0.025 0.514588
m32.obj,Bird,3255,8099,0.0334011 0.3743709 0.0290255 0.658295 0.0322313 0.9663904
m33.obj,Bird,3192,8099,0.0297297 0.5367758 0.0250231 0.692436 0.025 0.9786873
m34.obj,Bird,2661,4884,0.025 0.9546985 0.025119 0.2562653 0.025 0.544293
m35.obj,Bird,3541,8099,0.025 0.7923591 0.025 0.6360791 0.025 0.975
m36.obj,Bird,4389,10497,0.025 0.944541 0.025 0.808922 0.025 0.975
m37.obj,Bird,4030,10867,0.025 0.975 0.025 0.437258 0.030426 0.7397386
m38.obj,Bird,1918,3720,0.025 0.975 0.0250403 0.2556036 0.0427365 0.2869665
m39.obj,Bird,3855,10233,0.025 0.883574 0.025 0.975 0.025 0.259557
m40.obj,Bird,2457,6692,0.025 0.975 0.025 0.284845 0.025 0.347879
m41.obj,Bird,2363,4404,0.03135 0.9682441 0.0256471 0.1465416 0.025 0.467716
m42.obj,Bird,2065,3620,0.1246047 0.8339015 0.0562174 0.210109 0.025 0.497043
m43.obj,Bird,1246,2145,0.025 0.7843494 0.025 0.5795588 0.025 0.975
m44.obj,Bird,3293,6907,0.025 0.975 0.0300383 0.458833 0.025108 0.259419
m45.obj,Bird,2254,5103,0.0251865 0.975 0.029010717 0.290304 0.02464972 0.486435
m47.obj,Bird,1818,3143,0.025 0.680344 0.025 0.148154 0.025 0.9661848
m48.obj,Bird,3813,8100,0.025 0.488025 0.025 0.456093 0.025 0.975
m49.obj,Bird,3896,8099,0.025 0.9749975 0.0250042 0.800992 0.025 0.691101
m50.obj,Bird,3502,8099,0.025 0.406048 0.025 0.564283 0.025 0.975
m51.obj,Bird,3605,8100,0.025 0.975 0.025 0.479684 0.025 0.551688
m52.obj,Bird,3678,8099,0.025 0.9204556 0.025 0.620667 0.025 0.909953
D01009.obj,Bookset,432,528,0.0 0.42 0.0 0.26 0.0 0.27
D01013.obj,Bookset,4000,7270,-0.050712 0.215194 0.207686 0.665613 0.0 0.2798
D01030.obj,Bookset,3528,8100,-0.0 0.421721 0.0 0.306934 0.0 0.347472
D01038.obj,Bookset,1504,2141,4.97012 5.194114 3.424974 4.391839 0.37465 0.73787
D01042.obj,Bookset,275,198,-1.910849 -1.673169 0.678389 0.885973 -0.056548 0.221452
D01050.obj,Bookset,3689,8099,0.0 0.275274 0.0 0.28956 0.0 0.318973
D01065.obj,Bookset,4000,7291,3.387116 3.888541 0.448335 0.714241 -0.0004 0.2794
D01078.obj,Bookset,1021,1161,0.273999 0.5793691 0.229734 0.350384 0.0 0.17145
D01096.obj,Bookset,4000,6357,0.0 0.534848 0.0 0.29726 0.0 0.300496
D01108.obj,Bookset,1265,2053,0.172618 0.333604 0.055124 0.453997 1.616453 1.889558
D01109.obj,Bookset,1101,1292,0.0 0.21717 0.0 0.3059047 0.0 0.269177
D01110.obj,Bookset,3520,8096,0.0 0.268736 0.0 0.28956 0.0 0.347472
D01122.obj,Bookset,4000,8028,0.0 0.198004 -0.020638 0.105497 0.0 0.145403
D01135.obj,Bookset,893,1540,-0.321083 10.181389 -0.2153713 4.3811646 -0.009347 5.036256
D01146.obj,Bookset,614,360,2.26339 2.53892 2.04349 2.3333 0.0 0.318973
D01182.obj,Bookset,3316,8100,-0.108086 0.072563 0.013947 0.246285 0.0 0.24173
D01183.obj,Bookset,518,467,1.038993 2.955486 -0.216593 0.965678 -8.1e-05 1.732628
D01184.obj,Bookset,3353,8099,0.0 0.191003 -0.0 0.230709 0.0 0.326618
D01190.obj,Bookset,1539,2902,1.2e-05 0.1643629 -2.411233 -1.676628 0.041233 0.3163573
D01199.obj,Bookset,3685,8099,0.0 13.521808 0.0 7.627565 -0.233235 7.392814
D00020.obj,Bottle,3609,8366,-0.7900239 0.882518 -0.214855 0.221754 -0.2290437 0.1925978
D00123.obj,Bottle,3757,8539,-0.785998 0.781472 -0.272641 0.1225675 -0.188644 0.1750692
D00139.obj,Bottle,3313,8100,-0.918061 0.728216 -0.211906 0.193114 -0.194712 0.203996
D00166.obj,Bottle,3648,7274,-0.8153202 0.91972697 -0.3878197 0.44627345 -0.27287593 0.2842715
D00176.obj,Bottle,2352,7619,-0.7189262 0.9843372 -0.22924 0.32021 -0.268809 0.262583
D00208.obj,Bottle,3347,8100,-0.9511961 0.75863 -0.268748 0.2679134 -0.2436915 0.250368
D00281.obj,Bottle,3515,8100,-0.8038561 0.9043872 -0.328824 0.192929 -0.2847034 0.233906
D00311.obj,Bottle,3618,8100,-0.831219 0.8775659 -0.338461 0.349036 -0.336791 0.344165
D00347.obj,Bottle,3449,8099,-1.0151877 0.5659865 -0.171 0.262845 -0.213249 0.218416
D00350.obj,Bottle,3076,8099,-0.8946269 0.867081 -0.219912 0.226588 -0.214901 0.262761
D00390.obj,Bottle,3820,8100,-0.598016 0.9988959 -0.500791 0.328432 -0.411989 0.406055
D00451.obj,Bottle,2575,5630,-0.608839 0.952938 -0.46154106 0.284476 -0.3563451 0.33342582
D00679.obj,Bottle,2798,6237,-0.9069693 0.80949074 -0.229951 0.305606 -0.271177 0.25847
D00696.obj,Bottle,2519,5711,-1.0444866 0.65320337 -0.15492502 0.3020985 -0.20046398 0.2098374
D00711.obj,Bottle,3998,8099,-0.8591938 1.0448438 -0.381496 0.461388 -0.401455 0.427899
D00716.obj,Bottle,3153,8100,-0.8784642 0.954585 -0.445327 0.5198659 -0.163849 0.155909
D00726.obj,Bottle,1081,2301,-1.36136 0.6006419 -0.33234388 0.276589 -0.318716 0.290957
D00892.obj,Bottle,2710,8098,-0.6745035 1.0150558 -0.151915 0.2858541 -0.214541 0.2134284
D00940.obj,Bottle,3457,8099,-1.07424 0.731591 -0.303107 0.475795 -0.398902 0.372505
D00959.obj,Bottle,2726,8094,-0.808843 0.69574 -0.275198 0.10899 -0.1976029 0.186067
m482.obj,Bottle,2920,8100,0.0249995 0.2896431 0.0249285 0.9752836 0.0249377 0.2929872
m483.obj,Bottle,2818,8100,0.025 0.261391 0.0249897 0.975 0.025 0.261391
m484.obj,Bottle,4274,9683,0.025 0.288882 0.025 0.975 0.025 0.28906
m485.obj,Bottle,2975,8100,0.0249999 0.2896434 0.0249912 0.9753551 0.0249871 0.2896431
m486.obj,Bottle,3111,8100,0.025 0.301499 0.0249739 0.9753367 0.025 0.302639
m487.obj,Bottle,3536,8099,0.025 0.313404 0.025 0.975 0.025 0.313404
m488.obj,Bottle,3470,8100,0.025 0.975 0.025 0.375332 0.025 0.375214
m489.obj,Bottle,3358,8099,0.025 0.343244 0.0249312 0.9756433 0.025 0.328845
m490.obj,Bottle,3249,8100,0.0250228 0.3633212 0.025 0.975 0.0250237 0.3633339
m491.obj,Bottle,3659,8099,0.025 0.549945 0.0249996 0.9750009 0.025 0.465025
m492.obj,Bottle,3532,8099,0.025 0.295008 0.025 0.295005 0.025 0.975
m382.obj,BuildingNonResidential,4145,9285,0.025 0.944817 0.025 0.670641 0.025 0.975
m383.obj,BuildingNonResidential,3834,10797,0.025 0.63328 0.025 0.975 0.025 0.588135
m384.obj,BuildingNonResidential,4374,9896,0.025 0.975 0.025 0.289902 0.025 0.871086
m385.obj,BuildingNonResidential,3581,8099,0.025 0.899 0.025 0.9692747 0.025 0.626562
m386.obj,BuildingNonResidential,3319,8100,0.025 0.950794 0.0250064 0.975 0.0249998 0.9407442
m387.obj,BuildingNonResidential,1964,8100,0.025 0.975 0.024384 0.4241835 0.0249976 0.9204149
m389.obj,BuildingNonResidential,2315,8099,0.025 0.74158 0.0218954 0.9008934 0.025 0.650205
m390.obj,BuildingNonResidential,3412,8099,0.025 0.846817 0.032235 0.752337 0.025 0.952219
m391.obj,BuildingNonResidential,3265,8099,0.025 0.608136 0.025 0.804944 0.0 0.9749967
m392.obj,BuildingNonResidential,3052,8099,0.025 0.816667 0.025 0.975 0.025 0.341667
m393.obj,BuildingNonResidential,2763,8100,0.025 0.975 0.025 0.635937 0.025 0.847742
m394.obj,BuildingNonResidential,3040,8100,0.024887 0.8986588 0.025 0.975 0.0247642 0.898642
m395.obj,BuildingNonResidential,3044,8098,0.025 0.928504 0.0249938 0.9654461 0.025 0.975
m396.obj,BuildingNonResidential,3191,8098,0.025 0.949627 0.025 0.975 0.025 0.825751
m397.obj,BuildingNonResidential,3418,8099,0.025 0.975 0.025 0.927504 0.025 0.974999
m398.obj,BuildingNonResidential,3718,8100,0.025 0.870248 0.025 0.642704 0.025 0.975
m399.obj,BuildingNonResidential,1778,3392,0.025 0.975 0.025 0.60767996 0.025 0.971631
