name,class,vertices,faces,bbox
D00156.obj,Apartment,1496,3712,-0.81948 0.881168 -0.742071 0.842832 -0.667138 0.56673133
D00310.obj,Apartment,1831,3672,-0.74465615 1.03298 -0.38931593 0.494357 -0.368775 0.339434
D00348.obj,Apartment,1862,5673,-0.94171 0.7180427 -0.4094589 0.5613 -0.813025 0.1994608
D00366.obj,Apartment,2477,6098,-0.895467 0.745644 -0.8567148 0.59104 -0.663917 0.5294017
D00478.obj,Apartment,1565,2566,-0.780623 0.910492 -0.760414 0.404719 -0.478043 0.451362
D00496.obj,Apartment,1406,2333,-0.643419 1.15353 -0.704659 0.878216 -0.341188 0.259608
D00626.obj,Apartment,2042,3211,-0.885934 0.906987 -0.597769 0.330169 -0.512373 0.38204
D00639.obj,Apartment,2387,4728,-0.542818 1.14108 -0.544259 0.500059 -0.687879 0.44911617
D00651.obj,Apartment,1385,3516,-0.949528 0.916559 -0.9509781 0.904251 -0.55663264 0.661818
D00681.obj,Apartment,2422,3121,-0.681671 1.09453 -0.7888636 0.587597 -0.471744 0.656092
D00780.obj,Apartment,876,1481,-0.977731 0.789256 -0.6181956 0.4496336 -0.18900283 0.3338201
D00792.obj,Apartment,1892,5959,-0.795163 1.10354 -0.9654487 0.9633756 -0.669296 0.859246
D00859.obj,Apartment,2453,6051,-0.824176 1.07379 -0.692473 0.611026 -0.33128 0.211846
D00860.obj,Apartment,1535,2485,-0.764923 0.927037 -0.760034 0.399913 -0.474753 0.451175
D00869.obj,Apartment,1120,2187,-0.98444015 0.6883498 -0.52176696 0.6449617 -0.380625 0.5497055
D00921.obj,Apartment,1602,1936,-0.850705 0.822601 -0.487423 0.545748 -0.558467 0.554978
D00953.obj,Apartment,684,1640,-0.949201 0.665321 -0.826799 0.896079 -0.444887 0.51871
m463.obj,Apartment,2306,6081,0.025 0.785029 0.025 0.975 0.025 0.574765
m464.obj,Apartment,2219,4091,0.02379616 0.34865522 0.025 0.9749615 0.024655035 0.29665005
m465.obj,Apartment,2422,5973,0.02505 0.21702 0.025 0.938305 0.025 0.251523
m53.obj,AquaticAnimal,2089,4481,0.025112068 0.163362 0.025662696 0.34867588 0.025 0.97432834
m54.obj,AquaticAnimal,2311,4897,0.024982704 0.2548635 0.024528392 0.37069088 0.025854126 0.975
m55.obj,AquaticAnimal,2191,4693,0.024957813 0.18136927 0.028765187 0.3795217 0.0250965 0.97490054
m56.obj,AquaticAnimal,1611,3666,0.025 0.168956 0.025 0.367113 0.025 0.975
m57.obj,AquaticAnimal,1980,4420,0.025 0.14384593 0.027217766 0.38973022 0.024996368 0.974013
m58.obj,AquaticAnimal,2647,5845,0.0285489 0.537049 0.025 0.5001769 0.025 0.975
m59.obj,AquaticAnimal,1098,1546,0.025 0.225 0.025 0.225 0.125 0.975
m60.obj,AquaticAnimal,2280,5184,0.0287318 0.3449422 0.0299936 0.407675 0.0249475 0.9717677
m61.obj,AquaticAnimal,2193,5168,0.025 0.1990875 0.0300478 0.443396 0.0 0.975
m62.obj,AquaticAnimal,2405,5839,0.0250491 0.1312242 0.025 0.749178 0.025 0.9665543
m63.obj,AquaticAnimal,2431,5606,0.025 0.9705266 0.025 0.724541 0.025 0.777238
m64.obj,AquaticAnimal,2254,5029,0.0254733 0.957574 0.025 0.545087 0.025041 0.1789
m65.obj,AquaticAnimal,2186,5345,0.025 0.399816 0.0250096 0.527119 0.042342 0.9693379
m66.obj,AquaticAnimal,1733,3941,0.025 0.445705 0.025 0.547553 0.025 0.975
m67.obj,AquaticAnimal,2066,4211,0.02486922 0.97504205 0.025403 0.249052 0.025081625 0.3888569
m68.obj,AquaticAnimal,1993,4946,0.0333369 0.975 0.0301951 0.278519 0.0284664 0.1836542
m69.obj,AquaticAnimal,1903,5248,0.025 0.3529511 0.0250268 0.2606032 0.0299893 0.9731456
m70.obj,AquaticAnimal,2281,6025,0.025 0.454415 0.025 0.266076 0.025 0.975
m71.obj,AquaticAnimal,2207,5237,0.0348652 0.3160894 0.0250176 0.371535 0.038119 0.975
m72.obj,AquaticAnimal,1893,5518,0.025 0.4509427 0.0250366 0.262828 0.025001 0.9689988
m73.obj,AquaticAnimal,2638,6075,0.025 0.974973 0.025 0.610865 0.025 0.376181
m74.obj,AquaticAnimal,2311,4928,0.025 0.3148635 0.03076 0.317998 0.0346361 0.9695071
m75.obj,AquaticAnimal,2171,5611,0.025 0.538384 0.025 0.299311 0.025 0.9684995
m76.obj,AquaticAnimal,2189,4841,0.030491 0.3904986 0.0250291 0.3530524 0.0301848 0.975
m77.obj,AquaticAnimal,1550,3765,0.025058 0.975 0.025322 0.407994 0.02590275 0.611087
m78.obj,AquaticAnimal,2408,6009,0.0321556 0.975 0.025387 0.51665 0.025 0.427854
m79.obj,AquaticAnimal,3164,5520,0.0250025 0.9641289 0.025 0.256171 0.025 0.300958
m80.obj,AquaticAnimal,2175,5014,0.025 0.975 0.0386379 0.3008311 0.025 0.4104615
m81.obj,AquaticAnimal,3181,6237,0.0332189 0.4145 0.025 0.291 0.0626555 0.975
D00031.obj,Bed,1382,5671,-0.6704174 0.9247096 -0.7015026 0.715195 -0.2589887 0.3098314
D00110.obj,Bed,2503,5947,-0.887342 0.75223 -0.718484 0.524562 -0.216908 0.339705
D00121.obj,Bed,974,1863,-0.91228276 0.7857897 -0.59966916 0.858504 -0.48191786 0.46315584
D00184.obj,Bed,1609,3473,-0.937684 0.750002 -0.891329 0.664602 -0.4663408 0.341943
D00210.obj,Bed,2719,5098,-0.665986 0.8173258 -0.5336448 0.866731 -0.41226554 0.5462359
D00213.obj,Bed,2252,5601,-0.9550608 0.7420175 -0.3590239 0.5016342 -0.3755539 0.275625
D00217.obj,Bed,1268,3624,-0.842601 0.881592 -0.54509 0.411619 -0.3036949 0.4224691
D00307.obj,Bed,1573,5673,-0.8144133 0.9772925 -0.8204859 0.8651326 -0.2133979 0.3390017
D00322.obj,Bed,860,1476,-0.9431401 0.8640011 -0.41553563 0.5992452 -0.52091414 0.520568
D00417.obj,Bed,1993,4088,-0.8004075 0.7960461 -0.50939816 0.668083 -0.37507114 0.302302
D00538.obj,Bed,620,1221,-0.83786184 0.8388727 -0.47872424 0.70274955 -0.3243799 0.41191074
D00545.obj,Bed,1206,5332,-0.8195921 0.8638484 -0.467083 0.734755 -0.3968304 0.338412
D00552.obj,Bed,1092,2429,-1.0569 0.489625 -0.7190485 0.71651 -0.464456 0.232915
D00565.obj,Bed,2195,6054,-1.08588 0.602982 -0.605613 0.718594 -0.375019 0.180431
D00650.obj,Bed,1297,2680,-0.8636759 0.833154 -0.550605 0.377532 -0.4215355 0.28150073
D00735.obj,Bed,2447,6041,-0.644923 1.11344 -0.684425 0.73777 -0.312594 0.476146
D00836.obj,Bed,2204,5955,-0.795864 0.919097 -0.365307 0.512459 -0.3045961 0.5978484
D00839.obj,Bed,1944,4478,-0.8006537 0.864395 -0.87725335 0.56977206 -0.35191703 0.29103482
D00969.obj,Bed,2691,4933,-0.90787697 0.798208 -0.93057364 0.5659721 -0.46339726 0.37965873
D00988.obj,Bed,538,1177,-0.867888 0.815509 -0.726326 0.426407 -0.5176057 0.2087914
m945.obj,Bed,2172,4359,0.025 0.740004 0.025 0.813378 0.025 0.975
m946.obj,Bed,2173,5782,0.025 0.494149 0.025 0.4912674 0.0244154 0.9751776
m947.obj,Bed,1857,5429,0.0285445 0.721992 0.025 0.445454 0.022319 0.9751976
m948.obj,Bed,1054,2012,0.025 0.975 0.025 0.893382 0.025075 0.9613335
m949.obj,Bed,2345,5884,0.025 0.956207 0.025 0.975 0.0248893 0.4901045
m950.obj,Bed,1592,5644,0.0293698 0.7651991 0.025151 0.8891435 0.0269855 0.972039
m951.obj,Bed,2282,5995,0.025 0.7979434 0.025 0.536752 0.025 0.9750645
D00016.obj,Bicycle,1357,5372,-0.914299 0.959955 -0.4405138 0.818183 -0.209935 0.177847
D00033.obj,Bicycle,1720,5331,-1.065175 0.878724 -0.389271 0.7045225 -0.2815325 0.3099666
D00040.obj,Bicycle,1281,2496,-0.94097 0.963824 -0.4581911 0.744808 -0.317615 0.31622592
D00077.obj,Bicycle,1779,4307,-0.84693533 1.0452318 -0.65842694 0.48741058 -0.36347067 0.28891483
D00078.obj,Bicycle,1761,3675,-1.0167178 0.8696101 -0.59836733 0.75817764 -0.3651968 0.35850257
D00462.obj,Bicycle,1500,3759,-0.981278 0.933426 -0.5928054 0.6115046 -0.27619472 0.23664041
D00514.obj,Bicycle,1337,2916,-1.0013539 0.8667836 -0.554131 0.6987227 -0.21844094 0.17797992
D00536.obj,Bicycle,1752,4030,-0.8868342 1.022781 -0.5517889 0.6796898 -0.45982024 0.43663362
D00555.obj,Bicycle,1692,3264,-0.95309335 0.97389114 -0.49547923 0.7570114 -0.3334364 0.35669285
D00558.obj,Bicycle,1956,4352,-1.01428 0.938784 -0.5394765 0.584583 -0.2816958 0.2325255
D00567.obj,Bicycle,2895,5437,-0.9237614 0.9910759 -0.4967239 0.689679 -0.2885656 0.266696
D00621.obj,Bicycle,1396,5445,-0.914804 0.956869 -0.720661 0.549773 -0.212118 0.1753867
D00708.obj,Bicycle,1559,3504,-0.993872 0.942018 -0.56247 0.649364 -0.30673653 0.27980152
D00750.obj,Bicycle,2800,9016,-0.8115293 1.10338 -0.818838 0.736372 -0.167292 0.439656
D00838.obj,Bicycle,1563,3447,-0.942974 0.971944 -0.637998 0.560247 -0.29699966 0.28319868
D00847.obj,Bicycle,1751,3816,-0.9324802 0.9737113 -0.59077233 0.73193187 -0.36129874 0.36192325
D00904.obj,Bicycle,1142,2625,-0.959896 0.953013 -0.599316 0.637406 -0.196088 0.191298
D00930.obj,Bicycle,1829,3933,-0.737279 0.9914465 -0.50337565 0.852751 -0.34231275 0.33713144
D00931.obj,Bicycle,1735,3557,-0.91976553 0.84927803 -0.4061917 0.68408495 -0.432902 0.13546033
D00974.obj,Bicycle,931,2230,-0.843326 1.05063 -0.583879 0.550897 -0.21065108 0.20927422
m1472.obj,Bicycle,2657,4335,0.025 0.406458 0.025 0.566816 0.025 0.975
m1473.obj,Bicycle,1689,5025,0.0250025 0.974997 0.025003 0.557643 0.025 0.314071
m1475.obj,Bicycle,900,1978,0.025 0.975 0.025 0.513449 0.025 0.232333
m1476.obj,Bicycle,3244,5981,0.025 0.299675 0.025 0.574723 0.025 0.975
m1477.obj,Bicycle,1828,3782,0.025030555 0.97496927 0.025019463 0.6110869 0.025031496 0.37602797
m1478.obj,Bicycle,1441,5577,0.025 0.975 0.0250538 0.611666 0.0250022 0.223576
D00069.obj,Biplane,3047,10930,-1.06342 0.905137 -0.4468382 0.553446 -0.198847 0.1996579
D00132.obj,Biplane,1417,5391,-0.9456985 0.945128 -0.4145553 0.8424057 -0.1286959 0.242457
D00178.obj,Biplane,971,2012,-0.580523 0.487153 -0.469202 0.592445 -0.176893 0.125855
D00199.obj,Biplane,1849,5790,-1.0096184 0.915606 -0.3873262 1.0699354 -0.2359309 0.3332665
D00246.obj,Biplane,747,1464,-0.9845935 0.9988765 -0.39359042 0.6320394 -0.193048 0.139079
D00276.obj,Biplane,1797,5549,-1.08018 0.692122 -0.858619 0.766394 -0.4688037 0.4622889
D00277.obj,Biplane,1143,2640,-0.55857885 0.8052062 -1.0552412 0.81342363 -0.2785672 0.26877433
D00320.obj,Biplane,2078,4396,-0.990278 0.984606 -0.74979866 0.4279894 -0.152266 0.30281
D00373.obj,Biplane,1000,2293,-0.666583 0.8629027 -0.96762 0.930583 -0.3765749 0.245878
D00410.obj,Biplane,1552,3687,-1.1498 0.772427 -0.571534 0.608046 -0.231691 0.173266
D00490.obj,Biplane,1490,3568,-0.85852176 0.9707055 -0.5555706 0.7113075 -0.26493517 0.213708
D00515.obj,Biplane,1649,3597,-0.890078 0.687934 -0.889517 0.86405224 -0.31532 0.254273
D00601.obj,Biplane,1262,2731,-0.8081595 0.8208006 -0.494849 0.784513 -0.35035264 0.447235
D00616.obj,Biplane,2056,4365,-1.03189 0.95107 -0.57579035 0.3398051 -0.19891186 0.1862904
D00632.obj,Biplane,2254,6044,-0.845184 0.6288528 -0.9367213 0.935701 -0.2366707 0.317262
D00634.obj,Biplane,2528,4743,-0.957937 0.9767361 -0.7383427 0.78016376 -0.33659393 0.26375544
D00666.obj,Biplane,1669,5615,-1.2084436 0.4148387 -0.9450961 0.9619018 -0.2674972 0.178951
D00854.obj,Biplane,1182,2685,-0.9674044 0.45438096 -0.9530058 0.98050445 -0.19070597 0.354772
D00890.obj,Biplane,1930,3768,-0.8890341 0.88223606 -0.83371085 0.765767 -0.2592576 0.318578
D00900.obj,Biplane,1612,3301,-1.1841377 0.80598056 -0.8973585 0.47881177 -0.18036123 0.27604643
m1118.obj,Biplane,2118,4732,0.024991151 0.97500706 0.0250825 0.231623 0.025 0.52688414
m1119.obj,Biplane,1696,5343,0.025045 0.974969 0.0274597 0.3586062 0.0342386 0.8101208
m1120.obj,Biplane,1835,4434,0.025 0.975 0.024280714 0.37015685 0.047523 0.87517
m1121.obj,Biplane,1913,5421,0.0277373 0.792248 0.0337691 0.975 0.0249994 0.322095
m1122.obj,Biplane,866,1716,0.025922 0.93572 0.025 0.975 0.025 0.3044885
m1123.obj,Biplane,2046,5439,0.0294959 0.697675 0.0248686 0.9781603 0.0294795 0.3136643
m1124.obj,Biplane,2034,5726,0.0368015 0.6273941 0.0249602 0.9750772 0.0867351 0.2358063
m1125.obj,Biplane,2032,5954,0.025112 0.7990986 0.0249989 0.9750004 0.0250092 0.274224
m1126.obj,Biplane,1803,5464,0.0317681 0.788134 0.0249988 0.9750002 0.025 0.236106
m1127.obj,Biplane,1898,5892,0.025 0.8108792 0.0246608 0.9750028 0.0267239 0.2196805
m1128.obj,Biplane,2139,5720,0.167282 0.975 0.025 0.967087 0.0261005 0.2419613
m1129.obj,Biplane,3171,8460,0.025 0.9749959 0.0250003 0.346551 0.0250214 0.6994988
m1131.obj,Biplane,2026,5971,0.0246675 0.705618 0.025 0.9750006 0.0250853 0.1970436
m1132.obj,Biplane,1120,5324,0.1224689 0.7179959 0.0232082 0.975013 0.0678694 0.2098295
m1133.obj,Biplane,2413,6039,0.025 0.769747 0.0249995 0.9750007 0.025 0.311217
m1134.obj,Biplane,1105,5108,0.0298192 0.5273587 0.0244578 0.975 0.0250672 0.1717752
m1135.obj,Biplane,1760,5776,0.024417 0.545907 0.0248679 0.9754985 0.0271468 0.1809546
m1136.obj,Biplane,2114,5964,0.0320655 0.559108 0.0250366 0.9749634 0.0329851 0.233333
m1137.obj,Biplane,1751,5473,0.0249691 0.461983 0.0249895 0.9750101 0.0425976 0.1649363
m1138.obj,Biplane,1552,3582,0.052495 0.975 0.025 0.907034 0.025 0.377838
m1139.obj,Biplane,1862,4753,0.025 0.647434 0.025 0.975 0.0250451 0.274384
m1141.obj,Biplane,1834,3875,0.025173 0.974827 0.025053497 0.310844 0.025 0.6196796
m1143.obj,Biplane,3017,11461,0.025 0.504495 0.025 0.975 0.0250063 0.209713
m1144.obj,Biplane,2087,5764,0.025 0.975 0.025 0.716901 0.025 0.291304
m1146.obj,Biplane,1507,3313,0.025 0.88836 0.025 0.32216 0.025 0.975
D00089.obj,Bird,2620,5422,-1.1274278 0.7850533 -0.562623 0.507858 -0.314817 0.1496968
D00113.obj,Bird,2373,5612,-0.99042505 0.73140323 -0.56842935 0.93436265 -0.55824167 0.6043327
D00164.obj,Bird,2031,4643,-0.69421417 1.1908092 -0.4991401 0.6027347 -0.38301912 0.10527133
D00234.obj,Bird,3109,6208,-0.928219 0.947521 -0.9666616 0.6056318 -0.185647 0.2579404
D00271.obj,Bird,1810,4347,-1.1697202 0.72261256 -0.6699202 0.63536966 -0.19382522 0.20694155
D00284.obj,Bird,1956,4356,-1.17688 0.723039 -0.4233648 0.60884446 -0.2579653 0.2020462
D00323.obj,Bird,1076,2728,-0.777682 1.1986424 -0.188336 0.3246314 -0.0430811 0.043023
D00386.obj,Bird,2626,5389,-1.0356294 0.776847 -0.1939925 0.3537449 -0.1323801 0.0648943
D00438.obj,Bird,2556,5258,-1.1704313 0.7718878 -0.545674 0.3578571 -0.1936554 0.0640126
D00442.obj,Bird,1860,4693,-0.86812294 0.900622 -0.6208557 0.4970537 -0.372955 0.5260449
D00546.obj,Bird,2467,5605,-1.23614 0.715362 -0.268243 0.408477 -0.248996 0.150496
D00599.obj,Bird,1993,3859,-1.20739 0.749861 -0.452237 0.2548015 -0.05299 0.137869
D00625.obj,Bird,2000,4486,-0.757887 1.1362212 -0.803401 0.63741 -0.6970755 0.2781306
D00689.obj,Bird,2474,6794,-1.17894 0.767141 -0.377306 0.24427 -0.199 0.3406805
D00736.obj,Bird,1560,3564,-1.1795936 0.79870427 -0.462894 0.49027 -0.198137 0.084683
D00762.obj,Bird,2479,4741,-1.0453 0.7035515 -0.6983402 0.6142814 -0.3674871 0.2612425
D00862.obj,Bird,1782,5472,-0.750402 1.1988477 -0.536856 0.3954475 -0.3737934 0.0967042
D00922.obj,Bird,1780,5505,-0.7148613 1.03105 -0.5219263 0.7763785 -0.391794 0.484906
D00961.obj,Bird,2448,4685,-1.1603175 0.7610857 -0.684328 0.444631 -0.0584442 0.192211
D00999.obj,Bird,1973,3516,-1.2152833 0.765237 -0.3074903 0.37933 -0.0930425 0.1490633
m28.obj,Bird,1787,3621,0.025 0.468681 0.025308454 0.578224 0.025 0.975
m29.obj,Bird,2240,5449,0.025258 0.34648 0.02699 0.9139718 0.0324989 0.972876
m30.obj,Bird,2172,5253,0.025 0.3593884 0.0279566 0.5175378 0.025 0.9563056
m31.obj,Bird,2542,5499,0.025 0.5008329 0.0395752 0.975 0.025 0.514588
m32.obj,Bird,2095,5269,0.0334011 0.3743709 0.0355642 0.657925 0.0431714 0.9663904
m33.obj,Bird,2107,5573,0.0308318 0.5256963 0.0250231 0.6918765 0.025 0.9787983
m34.obj,Bird,2654,4848,0.025 0.9546985 0.0264 0.2562569 0.025 0.544293
m35.obj,Bird,2655,5999,0.025 0.7923591 0.025 0.6360783 0.025 0.975
m36.obj,Bird,2169,5310,0.025 0.944541 0.0331305 0.808922 0.025 0.975
m37.obj,Bird,1814,5431,0.025 0.975 0.0272425 0.437258 0.030426 0.7382588
m38.obj,Bird,1921,3748,0.025 0.975 0.0250403 0.2556036 0.0427365 0.2869665
m39.obj,Bird,1664,5250,0.0334835 0.8760719 0.025 0.975 0.0264121 0.2579055
m40.obj,Bird,2457,6692,0.025 0.975 0.025 0.284845 0.025 0.347879
m41.obj,Bird,2366,4415,0.03135 0.9682441 0.0256471 0.1465603 0.025 0.467716
m42.obj,Bird,2032,3583,0.0998075 0.8339015 0.0562174 0.210109 0.0384172 0.4796591
m43.obj,Bird,1123,2061,0.025 0.9023359 0.025 0.5927601 0.025 0.975
m44.obj,Bird,3286,6920,0.025 0.975 0.0297144 0.458833 0.025108 0.259419
m45.obj,Bird,1969,4370,0.025238 0.975 0.029010717 0.290304 0.02464972 0.4863155
m47.obj,Bird,1818,3143,0.025 0.680344 0.025 0.1478889 0.025 0.975
m48.obj,Bird,2863,6031,0.0249903 0.488025 0.0249912 0.4561067 0.025 0.975
m49.obj,Bird,2902,6099,0.025 0.9749975 0.0250042 0.800992 0.025 0.691101
m50.obj,Bird,2641,6016,0.025 0.406048 0.025 0.564283 0.025 0.975
m51.obj,Bird,2655,6036,0.025 0.975 0.025 0.479684 0.025 0.551688
m52.obj,Bird,2512,5674,0.0473926 0.707174 0.025 0.620667 0.025 0.909953
D01009.obj,Bookset,432,528,0.0 0.42 0.0 0.26 0.0 0.27
D01013.obj,Bookset,3000,5615,-0.050712 0.215194 0.207686 0.665613 0.0 0.2798
D01030.obj,Bookset,2624,5983,0.0 0.421721 0.0 0.306934 -1.96e-05 0.347472
D01038.obj,Bookset,1504,2141,4.97012 5.194114 3.424974 4.391839 0.37465 0.73787
D01042.obj,Bookset,275,198,-1.910849 -1.673169 0.678389 0.885973 -0.056548 0.221452
D01050.obj,Bookset,2607,6067,0.0 0.275274 -0.0 0.28956 0.0 0.318973
D01065.obj,Bookset,3000,5603,3.387116 3.888541 0.448335 0.714241 -0.0004 0.2794
D01078.obj,Bookset,1021,1161,0.273999 0.5793691 0.229734 0.350384 0.0 0.17145
D01096.obj,Bookset,3000,4694,0.0 0.534848 0.0 0.29726 0.0 0.300496
D01108.obj,Bookset,1265,2053,0.172618 0.333604 0.055124 0.453997 1.616453 1.889558
D01109.obj,Bookset,1101,1292,0.0 0.21717 0.0 0.3059047 0.0 0.269177
D01110.obj,Bookset,2423,6048,0.0 0.268736 -0.0 0.28956 0.0 0.347472
D01122.obj,Bookset,2982,6077,0.0 0.198004 -0.020638 0.105497 0.0 0.145403
D01135.obj,Bookset,893,1540,-0.321083 10.181389 -0.2153713 4.3811646 -0.009347 5.036256
D01146.obj,Bookset,614,360,2.26339 2.53892 2.04349 2.3333 0.0 0.318973
D01182.obj,Bookset,2314,5842,-0.108086 0.072563 0.013947 0.246285 -0.0003746 0.24173
D01183.obj,Bookset,518,467,1.038993 2.955486 -0.216593 0.965678 -8.1e-05 1.732628
D01184.obj,Bookset,2351,5833,-2.58e-05 0.191003 -0.0 0.230709 -0.0001106 0.3272162
D01190.obj,Bookset,1539,2902,1.2e-05 0.1643629 -2.411233 -1.676628 0.041233 0.3163573
D01199.obj,Bookset,2728,5987,-0.0 13.521808 0.0 7.627565 -0.233235 7.392814
D00020.obj,Bottle,2182,5740,-0.7882965 0.882273 -0.2148342 0.2214385 -0.2290437 0.1924901
D00123.obj,Bottle,2669,6060,-0.7845403 0.781472 -0.272641 0.1226002 -0.188644 0.1750575
D00139.obj,Bottle,2449,6078,-0.918061 0.728216 -0.211906 0.193114 -0.194712 0.203996
D00166.obj,Bottle,2905,5740,-0.8151171 0.91985315 -0.3878197 0.44627345 -0.27287593 0.2842715
D00176.obj,Bottle,2070,5854,-0.719238 0.9837811 -0.22924 0.32021 -0.26849782 0.262583
D00208.obj,Bottle,2380,6089,-0.9511961 0.75863 -0.268748 0.2679134 -0.2436915 0.250368
D00281.obj,Bottle,2615,6019,-0.8038561 0.9043872 -0.328824 0.192929 -0.2846549 0.233906
D00311.obj,Bottle,2548,5681,-0.831219 0.8775659 -0.338461 0.349036 -0.336791 0.344165
D00347.obj,Bottle,2565,6059,-1.0151877 0.5659905 -0.171 0.2628666 -0.213249 0.218416
D00350.obj,Bottle,2308,5937,-0.8946357 0.867081 -0.219912 0.226588 -0.214901 0.2627733
D00390.obj,Bottle,2876,6096,-0.598016 0.9988959 -0.500791 0.328432 -0.411989 0.406055
D00451.obj,Bottle,2339,4994,-0.608839 0.952938 -0.46154106 0.284476 -0.3563451 0.33342582
D00679.obj,Bottle,2347,5120,-0.9068699 0.8094555 -0.229951 0.305606 -0.271177 0.25847
D00696.obj,Bottle,2131,4742,-1.0446222 0.6533573 -0.15492502 0.3020985 -0.20046398 0.20983806
D00711.obj,Bottle,3000,6077,-0.8591938 1.0448438 -0.381496 0.461388 -0.401455 0.427899
D00716.obj,Bottle,2223,5619,-0.8784637 0.9551563 -0.445327 0.5198659 -0.163849 0.155909
D00726.obj,Bottle,991,2137,-1.36136 0.60068786 -0.33234388 0.276589 -0.318716 0.290957
D00892.obj,Bottle,1990,5422,-0.6745035 1.0150558 -0.151915 0.2858541 -0.214541 0.2134284
D00940.obj,Bottle,2618,6039,-1.0743603 0.731591 -0.303107 0.475795 -0.3989762 0.372505
D00959.obj,Bottle,1870,5605,-0.8011021 0.69574 -0.275198 0.10899 -0.1976062 0.1860576
m482.obj,Bottle,2142,5940,0.0249991 0.2896701 0.0249285 0.9756397 0.0249865 0.2929882
m483.obj,Bottle,2013,6009,0.025 0.261391 0.0249962 0.975 0.0249961 0.261391
m484.obj,Bottle,2693,6062,0.0250251 0.288882 0.0249997 0.975 0.0249961 0.2890432
m485.obj,Bottle,2196,5897,0.0249908 0.2896522 0.0249833 0.9755659 0.0249785 0.2896526
m486.obj,Bottle,2021,5692,0.025 0.301499 0.024973 0.9759994 0.025 0.302639
m487.obj,Bottle,2580,6082,0.025 0.313404 0.025 0.975 0.025 0.313404
m488.obj,Bottle,2579,6000,0.025 0.975 0.025 0.375332 0.025 0.375214
m489.obj,Bottle,2324,5631,0.025 0.343244 0.0247028 0.9760293 0.025 0.328845
m490.obj,Bottle,2393,5987,0.0252247 0.3630819 0.025 0.9750018 0.0252061 0.3632979
m491.obj,Bottle,2721,6004,0.025 0.549945 0.025 0.9750017 0.0249881 0.465025
m492.obj,Bottle,2677,6074,0.025 0.295008 0.025 0.295005 0.025 0.975
m382.obj,BuildingNonResidential,2600,6093,0.025 0.944817 0.025 0.670641 0.025 0.975
m383.obj,BuildingNonResidential,1924,5993,0.025 0.63328 0.025 0.975 0.025 0.588135
m384.obj,BuildingNonResidential,2506,6056,0.025 0.9750001 0.0249982 0.2898711 0.025 0.871086
m385.obj,BuildingNonResidential,2728,5987,0.025 0.899 0.0249996 0.9692747 0.025 0.626562
m386.obj,BuildingNonResidential,2437,6017,0.025 0.950794 0.0250064 0.975 0.025 0.940744
m387.obj,BuildingNonResidential,1344,5752,0.025 0.975 0.0230398 0.425378 0.0249908 0.9203829
m389.obj,BuildingNonResidential,1499,5734,0.025 0.74158 0.0159066 0.9075421 0.025 0.650205
m390.obj,BuildingNonResidential,2470,6034,0.025 0.846817 0.032235 0.752337 0.025 0.952219
m391.obj,BuildingNonResidential,2324,5909,0.025 0.599632 0.0240615 0.804944 0.025 0.9749967
m392.obj,BuildingNonResidential,2134,6070,0.025 0.816667 0.025 0.975 0.025 0.341667
m393.obj,BuildingNonResidential,2090,5863,0.025 0.975 0.025 0.635937 0.025 0.847742
m394.obj,BuildingNonResidential,2268,5907,0.0249401 0.899292 0.025 0.975 0.0240954 0.8986948
